dn,P,u,v,w
7.3552e+05,2.036,0.39567,-0.015904,-0.34372
7.3552e+05,2.053,0.40294,-0.00777,-0.32689
7.3552e+05,2.066,0.38563,-0.1023,-0.31056
7.3552e+05,2.077,0.36358,-0.076153,-0.29471
7.3552e+05,2.08,0.4574,-0.13833,-0.28718
7.3552e+05,2.089,0.43667,-0.12913,-0.27019
7.3552e+05,2.1,0.3773,-0.13959,-0.24708
7.3552e+05,2.112,0.39898,-0.20946,-0.2298
7.3552e+05,2.122,0.36803,-0.15022,-0.21184
7.3552e+05,2.126,0.45252,-0.28238,-0.20525
7.3552e+05,2.138,0.43687,-0.27594,-0.17468
7.3552e+05,2.141,0.46339,-0.24825,-0.14584
7.3552e+05,2.141,0.44345,-0.27752,-0.12777
7.3552e+05,2.146,0.50238,-0.30501,-0.12479
7.3552e+05,2.154,0.46459,-0.35357,-0.088428
7.3552e+05,2.156,0.47613,-0.40426,-0.062125
7.3552e+05,2.157,0.48622,-0.35516,-0.038985
7.3552e+05,2.162,0.51453,-0.38118,-0.019017
7.3552e+05,2.164,0.49534,-0.39785,0.002149
7.3552e+05,2.155,0.52666,-0.40707,0.03147
7.3552e+05,2.161,0.4882,-0.44196,0.035599
7.3552e+05,2.158,0.51368,-0.46812,0.06131
7.3552e+05,2.151,0.50604,-0.48728,0.076614
7.3552e+05,2.146,0.49753,-0.50198,0.097862
7.3552e+05,2.148,0.47736,-0.50525,0.12094
7.3552e+05,2.148,0.53754,-0.45501,0.15119
7.3552e+05,2.14,0.53322,-0.51383,0.16984
7.3552e+05,2.134,0.53226,-0.47746,0.19387
7.3552e+05,2.127,0.48709,-0.50907,0.2134
7.3552e+05,2.121,0.50987,-0.52196,0.23582
7.3552e+05,2.109,0.47147,-0.43265,0.26106
7.3552e+05,2.102,0.51531,-0.51291,0.27457
7.3552e+05,2.092,0.48071,-0.50934,0.30724
7.3552e+05,2.082,0.42702,-0.51455,0.32891
7.3552e+05,2.066,0.42895,-0.46728,0.34921
7.3552e+05,2.056,0.41369,-0.49091,0.36676
7.3552e+05,2.039,0.39477,-0.50495,0.37488
7.3552e+05,2.029,0.39014,-0.50652,0.38145
7.3552e+05,2.012,0.38091,-0.43968,0.41167
7.3552e+05,1.993,0.43401,-0.41188,0.42712
7.3552e+05,1.977,0.37402,-0.45464,0.44816
7.3552e+05,1.964,0.3714,-0.41446,0.45091
7.3552e+05,1.948,0.3914,-0.40608,0.46199
7.3552e+05,1.934,0.33509,-0.37964,0.4824
7.3552e+05,1.917,0.39974,-0.37943,0.49299
7.3552e+05,1.905,0.30836,-0.34259,0.49375
7.3552e+05,1.884,0.33286,-0.34655,0.49423
7.3552e+05,1.863,0.37223,-0.35236,0.4912
7.3552e+05,1.846,0.31435,-0.32028,0.49737
7.3552e+05,1.828,0.23994,-0.33256,0.50991
7.3552e+05,1.804,0.27507,-0.20916,0.50544
7.3552e+05,1.79,0.23641,-0.25167,0.51156
7.3552e+05,1.768,0.28903,-0.21823,0.50183
7.3552e+05,1.752,0.27135,-0.18565,0.50204
7.3552e+05,1.731,0.25686,-0.16595,0.49152
7.3552e+05,1.713,0.21239,-0.14031,0.48901
7.3552e+05,1.692,0.1551,-0.11532,0.50228
7.3552e+05,1.674,0.22018,-0.044459,0.48578
7.3552e+05,1.656,0.15119,-0.05294,0.48278
7.3552e+05,1.638,0.12519,0.039256,0.49521
7.3552e+05,1.622,-0.069532,0.067376,0.48546
7.3552e+05,1.608,-0.12349,0.28749,0.43373
7.3552e+05,1.587,-0.15755,0.1616,0.30964
7.3552e+05,1.571,0.019213,0.11459,0.32964
7.3552e+05,1.553,-0.14909,0.098835,0.29342
7.3552e+05,1.531,0.19983,-0.028423,-0.0041458
7.3552e+05,1.517,-0.2145,0.24215,0.16815
7.3552e+05,1.504,-0.096508,0.18546,0.18719
7.3552e+05,1.492,-0.13117,0.049064,0.18568
7.3552e+05,1.485,0.044019,0.19284,0.21355
7.3552e+05,1.472,0.076723,0.24389,0.19477
7.3552e+05,1.46,-0.043622,0.19042,0.12925
7.3552e+05,1.453,0.053957,0.30313,0.20753
7.3552e+05,1.446,-0.051142,0.34601,0.229
7.3552e+05,1.437,-0.087745,0.3165,0.21623
7.3552e+05,1.432,-0.12881,0.36105,0.19597
7.3552e+05,1.43,-0.11899,0.33596,0.17586
7.3552e+05,1.423,-0.1516,0.36671,0.1645
7.3552e+05,1.423,-0.12438,0.33058,0.15219
7.3552e+05,1.42,-0.090071,0.31808,0.12754
7.3552e+05,1.421,-0.12321,0.35094,0.098032
7.3552e+05,1.421,-0.10422,0.31153,0.066794
7.3552e+05,1.423,-0.12016,0.34227,0.042054
7.3552e+05,1.426,-0.07869,0.38715,0.029185
7.3552e+05,1.43,-0.075591,0.34185,-0.010706
7.3552e+05,1.435,-0.056087,0.32542,-0.024805
7.3552e+05,1.439,0.018714,0.3708,-0.05137
7.3552e+05,1.447,-0.068787,0.332,-0.076355
7.3552e+05,1.454,0.032307,0.33495,-0.1113
7.3552e+05,1.461,-0.10982,0.42343,-0.12375
7.3552e+05,1.473,0.0077421,0.34495,-0.14999
7.3552e+05,1.481,-0.018958,0.36388,-0.17281
7.3552e+05,1.494,-0.028441,0.31478,-0.20192
7.3552e+05,1.504,0.036902,0.32471,-0.2214
7.3552e+05,1.515,-0.012135,0.32843,-0.25051
7.3552e+05,1.525,0.0034545,0.30189,-0.26903
7.3552e+05,1.538,0.019929,0.33405,-0.2945
7.3552e+05,1.553,0.038416,0.24541,-0.31473
7.3552e+05,1.564,0.01397,0.2776,-0.3142
7.3552e+05,1.577,0.058611,0.19773,-0.3177
7.3552e+05,1.592,-0.012753,0.25766,-0.31893
7.3552e+05,1.607,0.10724,0.19506,-0.33386
7.3552e+05,1.616,0.072312,0.2337,-0.3535
7.3552e+05,1.631,0.056576,0.20798,-0.38324
7.3552e+05,1.646,0.06356,0.23896,-0.36343
7.3552e+05,1.661,0.088161,0.22686,-0.37701
7.3552e+05,1.678,0.084811,0.14769,-0.40047
7.3552e+05,1.69,0.11627,0.16066,-0.40732
7.3552e+05,1.707,0.13305,0.17601,-0.39958
7.3552e+05,1.723,0.14799,0.080015,-0.41616
7.3552e+05,1.735,0.13619,0.10274,-0.39726
7.3552e+05,1.751,0.12948,0.09014,-0.41704
7.3552e+05,1.766,0.11141,0.016097,-0.41385
7.3552e+05,1.779,0.22712,0.020997,-0.41213
7.3552e+05,1.789,0.19565,0.00080059,-0.41432
7.3552e+05,1.807,0.13789,-0.049182,-0.42422
7.3552e+05,1.821,0.2008,0.0091997,-0.40777
7.3552e+05,1.825,0.11912,-0.043392,-0.39799
7.3552e+05,1.842,0.16915,-0.10147,-0.40496
7.3552e+05,1.853,0.18626,-0.015739,-0.39216
7.3552e+05,1.862,0.19258,-0.036884,-0.39353
7.3552e+05,1.876,0.25037,-0.069361,-0.38966
7.3552e+05,1.891,0.24321,-0.078679,-0.38034
7.3552e+05,1.901,0.1882,-0.13917,-0.37588
7.3552e+05,1.911,0.26851,-0.065963,-0.37073
7.3552e+05,1.919,0.26374,-0.16155,-0.35312
7.3552e+05,1.929,0.2963,-0.10761,-0.33674
7.3552e+05,1.935,0.22324,-0.15522,-0.32608
7.3552e+05,1.951,0.30875,-0.17446,-0.32341
7.3552e+05,1.955,0.29441,-0.15908,-0.3108
7.3552e+05,1.965,0.31758,-0.13796,-0.29839
7.3552e+05,1.977,0.34209,-0.19116,-0.29187
7.3552e+05,1.987,0.40327,-0.22876,-0.27861
7.3552e+05,1.995,0.31066,-0.17446,-0.26693
7.3552e+05,2.004,0.34398,-0.19799,-0.25348
7.3552e+05,2.01,0.35938,-0.2177,-0.25192
7.3552e+05,2.017,0.35077,-0.21625,-0.22565
7.3552e+05,2.023,0.39146,-0.19015,-0.22453
7.3552e+05,2.03,0.37678,-0.18778,-0.20994
7.3552e+05,2.036,0.33735,-0.14521,-0.20088
7.3552e+05,2.045,0.36659,-0.17346,-0.18886
7.3552e+05,2.053,0.40366,-0.25372,-0.18409
7.3552e+05,2.059,0.424,-0.23233,-0.17498
7.3552e+05,2.062,0.43048,-0.20949,-0.16327
7.3552e+05,2.069,0.40904,-0.25596,-0.16042
7.3552e+05,2.072,0.4231,-0.15276,-0.11878
7.3552e+05,2.076,0.39216,-0.21511,-0.13299
7.3552e+05,2.082,0.41056,-0.18479,-0.11001
7.3552e+05,2.086,0.39708,-0.23783,-0.08424
7.3552e+05,2.095,0.41256,-0.23154,-0.080655
7.3552e+05,2.094,0.40733,-0.22589,-0.059073
7.3552e+05,2.096,0.43109,-0.21147,-0.048615
7.3552e+05,2.099,0.42466,-0.16564,-0.038212
7.3552e+05,2.099,0.46531,-0.20979,-0.023019
7.3552e+05,2.101,0.44503,-0.27714,-0.0019637
7.3552e+05,2.102,0.34048,-0.24581,0.029616
7.3552e+05,2.096,0.41326,-0.25729,0.028979
7.3552e+05,2.1,0.39753,-0.28406,0.048487
7.3552e+05,2.098,0.40253,-0.24021,0.067089
7.3552e+05,2.094,0.40242,-0.20699,0.080145
7.3552e+05,2.093,0.45018,-0.27767,0.085003
7.3552e+05,2.087,0.37815,-0.26199,0.10682
7.3552e+05,2.086,0.42457,-0.34751,0.11557
7.3552e+05,2.074,0.45811,-0.32351,0.13506
7.3552e+05,2.074,0.45335,-0.29042,0.17177
7.3552e+05,2.071,0.38135,-0.29273,0.18153
7.3552e+05,2.062,0.42805,-0.26309,0.19232
7.3552e+05,2.051,0.33577,-0.23479,0.198
7.3552e+05,2.054,0.37201,-0.29023,0.24089
7.3552e+05,2.041,0.37622,-0.30428,0.24735
7.3552e+05,2.033,0.40296,-0.31744,0.26213
7.3552e+05,2.023,0.44833,-0.33533,0.27781
7.3552e+05,2.013,0.39785,-0.29735,0.30082
7.3552e+05,2.002,0.37303,-0.24362,0.31035
7.3552e+05,1.991,0.40988,-0.25035,0.32817
7.3552e+05,1.984,0.40861,-0.26965,0.33408
7.3552e+05,1.971,0.38449,-0.30456,0.3477
7.3552e+05,1.964,0.40659,-0.27819,0.34995
7.3552e+05,1.954,0.38486,-0.24495,0.34975
7.3552e+05,1.947,0.37147,-0.22459,0.36347
7.3552e+05,1.93,0.37441,-0.24993,0.36678
7.3552e+05,1.918,0.31317,-0.24844,0.38367
7.3552e+05,1.903,0.35429,-0.24874,0.38685
7.3552e+05,1.893,0.34264,-0.20632,0.40175
7.3552e+05,1.875,0.32747,-0.15615,0.39819
7.3552e+05,1.864,0.30891,-0.20734,0.40636
7.3552e+05,1.849,0.29419,-0.21757,0.41089
7.3552e+05,1.836,0.26954,-0.12052,0.39833
7.3552e+05,1.82,0.22032,-0.11037,0.39835
7.3552e+05,1.805,0.31158,-0.14589,0.39356
7.3552e+05,1.79,0.28117,-0.097021,0.39449
7.3552e+05,1.776,0.26143,-0.11788,0.39248
7.3552e+05,1.761,0.15268,-0.1308,0.40654
7.3552e+05,1.751,0.30886,-0.10571,0.3973
7.3552e+05,1.733,0.24198,-0.032649,0.37542
7.3552e+05,1.724,0.20526,-0.060721,0.38073
7.3552e+05,1.705,0.29402,-0.0090539,0.37267
7.3552e+05,1.692,0.22029,-0.035258,0.37321
7.3552e+05,1.679,0.20823,0.000335,0.374
7.3552e+05,1.668,0.21878,0.053769,0.36803
7.3552e+05,1.651,0.20429,0.11379,0.35651
7.3552e+05,1.645,0.15119,0.070367,0.3501
7.3552e+05,1.633,0.098762,0.094964,0.32466
7.3552e+05,1.619,0.047949,0.1193,0.31447
7.3552e+05,1.608,0.04525,0.093038,0.29409
7.3552e+05,1.598,0.024612,0.095418,0.29199
7.3552e+05,1.589,0.054743,0.12612,0.26591
7.3552e+05,1.578,-0.025122,0.13118,0.23366
7.3552e+05,1.568,-0.037209,0.14471,0.21634
7.3552e+05,1.559,0.0096838,0.13562,0.18996
7.3552e+05,1.554,-0.060256,0.17861,0.18887
7.3552e+05,1.543,0.19983,-0.028423,-0.0041458
7.3552e+05,1.535,-0.20423,0.011969,0.079737
7.3552e+05,1.531,-0.084918,0.067812,0.10092
7.3552e+05,1.524,0.018875,0.097014,0.086354
7.3552e+05,1.518,-0.058829,0.15485,0.095536
7.3552e+05,1.517,-0.055358,0.16837,0.075786
7.3552e+05,1.514,-0.047456,0.18307,0.060507
7.3552e+05,1.512,-0.03379,0.23756,0.049836
7.3552e+05,1.509,-0.10726,0.19993,0.010195
7.3552e+05,1.511,-0.1391,0.16083,-0.0041004
7.3552e+05,1.51,-0.14635,0.20824,-0.021926
7.3552e+05,1.515,-0.15214,0.1787,-0.036588
7.3552e+05,1.517,-0.1236,0.17487,-0.053787
7.3552e+05,1.52,-0.11972,0.20402,-0.086562
7.3552e+05,1.524,-0.12204,0.16384,-0.11595
7.3552e+05,1.526,-0.079216,0.22172,-0.14074
7.3552e+05,1.536,-0.084684,0.15817,-0.15235
7.3552e+05,1.541,-0.1086,0.10856,-0.20304
7.3552e+05,1.549,-0.10728,0.17264,-0.21295
7.3552e+05,1.558,-0.088001,0.093445,-0.2331
7.3552e+05,1.571,-0.058758,0.13846,-0.25425
7.3552e+05,1.578,-0.029117,0.1433,-0.25626
7.3552e+05,1.59,-0.025149,0.1819,-0.28199
7.3552e+05,1.6,-0.070128,0.12731,-0.28657
7.3552e+05,1.613,-0.025635,0.1324,-0.31521
7.3552e+05,1.621,0.0019742,0.065414,-0.32246
7.3552e+05,1.638,0.018579,0.12725,-0.33082
7.3552e+05,1.649,0.035174,0.14155,-0.34722
7.3552e+05,1.66,0.11243,0.19257,-0.35243
7.3552e+05,1.675,-0.023365,0.10496,-0.3572
7.3552e+05,1.689,0.072573,0.13233,-0.37759
7.3552e+05,1.702,0.050853,0.083632,-0.37076
7.3552e+05,1.714,0.074263,0.029385,-0.37943
7.3552e+05,1.726,0.027827,0.058965,-0.37813
7.3552e+05,1.737,0.12118,0.0096535,-0.38672
7.3552e+05,1.751,0.082357,0.076911,-0.37559
7.3552e+05,1.765,0.11854,0.051673,-0.37593
7.3552e+05,1.777,0.24397,0.071009,-0.37624
7.3552e+05,1.781,0.12607,-0.0016436,-0.37517
7.3552e+05,1.798,0.23,-0.048469,-0.36962
7.3552e+05,1.811,0.19704,-0.030193,-0.36593
7.3552e+05,1.826,0.18592,-0.061698,-0.35802
7.3552e+05,1.841,0.27147,-0.052704,-0.35434
7.3552e+05,1.851,0.25134,-0.07488,-0.34734
7.3552e+05,1.86,0.27389,-0.1009,-0.34605
7.3552e+05,1.872,0.20075,-0.11752,-0.32133
7.3552e+05,1.88,0.23235,-0.14039,-0.33118
7.3552e+05,1.886,0.29065,-0.10025,-0.32525
7.3552e+05,1.907,0.24434,-0.097857,-0.30081
7.3552e+05,1.906,0.26229,-0.12728,-0.301
7.3552e+05,1.914,0.27497,-0.1072,-0.28664
7.3552e+05,1.935,0.27713,-0.12638,-0.29245
7.3552e+05,1.944,0.30375,-0.16369,-0.27165
7.3552e+05,1.951,0.28089,-0.1533,-0.26091
7.3552e+05,1.96,0.22391,-0.16954,-0.25364
7.3552e+05,1.971,0.30402,-0.19389,-0.23041
7.3552e+05,1.975,0.30191,-0.17026,-0.22761
7.3552e+05,1.983,0.32122,-0.18826,-0.20353
7.3552e+05,1.985,0.333,-0.21755,-0.1963
7.3552e+05,1.994,0.37158,-0.21706,-0.18635
7.3552e+05,2,0.31399,-0.19207,-0.17009
7.3552e+05,2.014,0.34644,-0.2672,-0.16277
7.3552e+05,2.016,0.3826,-0.2264,-0.12994
7.3552e+05,2.017,0.40439,-0.20764,-0.12471
7.3552e+05,2.023,0.36009,-0.26026,-0.1061
7.3552e+05,2.029,0.41582,-0.23365,-0.08937
7.3552e+05,2.03,0.36259,-0.21023,-0.079708
7.3552e+05,2.035,0.34433,-0.25289,-0.070509
7.3552e+05,2.036,0.38625,-0.21275,-0.054182
7.3552e+05,2.041,0.35955,-0.25094,-0.039811
7.3552e+05,2.04,0.36284,-0.21483,-0.026409
7.3552e+05,2.04,0.37106,-0.1937,-0.017532
7.3552e+05,2.042,0.38712,-0.20199,0.015262
7.3552e+05,2.04,0.39504,-0.22169,0.015063
7.3552e+05,2.04,0.42342,-0.28579,0.034033
7.3552e+05,2.036,0.33058,-0.2781,0.043686
7.3552e+05,2.031,0.38418,-0.25031,0.054164
7.3552e+05,2.033,0.39436,-0.24113,0.068268
7.3552e+05,2.027,0.37594,-0.18163,0.082476
7.3552e+05,2.023,0.37568,-0.24203,0.097527
7.3552e+05,2.021,0.37947,-0.22247,0.11098
7.3552e+05,2.022,0.35564,-0.20722,0.11961
7.3552e+05,2.017,0.32583,-0.23885,0.13869
7.3552e+05,2.013,0.40429,-0.22801,0.14466
7.3552e+05,2.002,0.3291,-0.16952,0.16415
7.3552e+05,2,0.42133,-0.12928,0.15947
7.3552e+05,1.995,0.36744,-0.14132,0.16504
7.3552e+05,1.987,0.36789,-0.17796,0.17715
7.3552e+05,1.981,0.34809,-0.13737,0.18921
7.3552e+05,1.976,0.30509,-0.11606,0.19689
7.3552e+05,1.968,0.32357,-0.12435,0.20581
7.3552e+05,1.963,0.38598,-0.11403,0.20613
7.3552e+05,1.954,0.31858,-0.11292,0.21736
7.3552e+05,1.946,0.26421,-0.078874,0.21887
7.3552e+05,1.938,0.34477,-0.091149,0.23511
7.3552e+05,1.929,0.34188,-0.094035,0.22979
7.3552e+05,1.921,0.28214,-0.075475,0.23979
7.3552e+05,1.914,0.31031,-0.058165,0.24065
7.3552e+05,1.907,0.28553,-0.14428,0.23712
7.3552e+05,1.897,0.27314,-0.098841,0.23988
7.3552e+05,1.886,0.27025,-0.10173,0.23456
7.3552e+05,1.879,0.3058,-0.092957,0.23416
7.3552e+05,1.869,0.18504,-0.057805,0.23695
7.3552e+05,1.859,0.19672,-0.01409,0.24316
7.3552e+05,1.85,0.2395,-0.13926,0.24852
7.3552e+05,1.841,0.2554,-0.093575,0.2431
7.3552e+05,1.833,0.19618,-0.043634,0.25215
7.3552e+05,1.823,0.21644,-0.048246,0.25924
7.3552e+05,1.813,0.1868,-0.053081,0.26125
7.3552e+05,1.805,0.20762,-0.045613,0.26035
7.3552e+05,1.794,0.16726,-0.0094717,0.25122
7.3552e+05,1.781,0.19761,-0.029192,0.25632
7.3552e+05,1.776,0.1462,-0.053706,0.24908
7.3552e+05,1.767,0.17608,-0.035871,0.24609
7.3552e+05,1.761,0.096432,-0.040535,0.23497
7.3552e+05,1.751,0.14935,-0.046879,0.23633
7.3552e+05,1.741,0.16268,0.0018253,0.23668
7.3552e+05,1.731,0.13493,0.015372,0.2228
7.3552e+05,1.721,0.10633,0.0083045,0.21587
7.3552e+05,1.713,0.12308,0.034291,0.20451
7.3552e+05,1.705,0.14494,0.055678,0.19869
7.3552e+05,1.696,0.15041,0.078784,0.1892
7.3552e+05,1.69,0.10618,0.037195,0.17867
7.3552e+05,1.682,0.09166,0.091831,0.16613
7.3552e+05,1.673,0.10562,0.090376,0.16253
7.3552e+05,1.667,0.1363,0.068689,0.13449
7.3552e+05,1.659,0.074111,0.07399,0.12313
7.3552e+05,1.652,0.10052,0.13542,0.1027
7.3552e+05,1.646,0.05236,0.077029,0.091771
7.3552e+05,1.64,0.0096094,0.13536,0.071339
7.3552e+05,1.636,-0.0013382,0.13025,0.07123
7.3552e+05,1.629,0.020194,0.16989,0.049297
7.3552e+05,1.626,0.031139,0.15925,0.036339
7.3552e+05,1.62,0.036132,0.18012,0.032826
7.3552e+05,1.618,0.0091798,0.13012,0.021037
7.3552e+05,1.611,-0.030389,0.16809,0.011986
7.3552e+05,1.608,-0.025158,0.1459,-0.00457
7.3552e+05,1.607,0.0039952,0.14128,-0.0096451
7.3552e+05,1.603,0.029466,0.19694,-0.013085
7.3552e+05,1.601,0.037046,0.17264,-0.029401
7.3552e+05,1.602,-0.056727,0.18283,-0.042963
7.3552e+05,1.602,-0.0065878,0.13998,-0.050928
7.3552e+05,1.602,0.025378,0.13681,-0.066774
7.3552e+05,1.603,0.061492,0.12496,-0.074157
7.3552e+05,1.606,0.061442,0.14545,-0.094265
7.3552e+05,1.607,-0.017727,0.15917,-0.10735
7.3552e+05,1.612,0.055642,0.12484,-0.11395
7.3552e+05,1.615,0.029068,0.13353,-0.12771
7.3552e+05,1.619,0.013074,0.14457,-0.14944
7.3552e+05,1.627,0.12274,0.13201,-0.16241
7.3552e+05,1.631,0.051478,0.16004,-0.18172
7.3552e+05,1.637,-0.00088096,0.16271,-0.20414
7.3552e+05,1.643,0.052008,0.077842,-0.22389
7.3552e+05,1.651,0.092007,0.086742,-0.24595
7.3552e+05,1.659,0.076635,0.11262,-0.2646
7.3552e+05,1.665,0.12442,0.088426,-0.27783
7.3552e+05,1.674,0.1216,0.072017,-0.29822
7.3552e+05,1.683,0.12146,0.075038,-0.31633
7.3552e+05,1.695,0.16274,0.062534,-0.33424
7.3552e+05,1.705,0.17463,0.00081241,-0.35816
7.3552e+05,1.712,0.17115,0.021039,-0.38867
7.3552e+05,1.719,0.15725,-0.014272,-0.39109
7.3552e+05,1.735,0.12919,-0.056792,-0.41405
7.3552e+05,1.748,0.13658,0.014896,-0.40827
7.3552e+05,1.761,0.27185,-0.074103,-0.41662
7.3552e+05,1.774,0.19983,-0.028423,-0.0041458
7.3552e+05,1.779,0.16282,-0.055767,-0.41766
7.3552e+05,1.794,0.29741,-0.15461,-0.41804
7.3552e+05,1.815,0.26669,-0.065827,-0.40609
7.3552e+05,1.828,0.31123,-0.12876,-0.42267
7.3552e+05,1.845,0.30424,-0.11168,-0.42137
7.3552e+05,1.863,0.29144,-0.19439,-0.42066
7.3552e+05,1.873,0.30644,-0.15002,-0.4121
7.3552e+05,1.879,0.32746,-0.16672,-0.40996
7.3552e+05,1.905,0.37226,-0.18684,-0.38731
7.3552e+05,1.914,0.37437,-0.18619,-0.37302
7.3552e+05,1.937,0.38807,-0.20734,-0.37163
7.3552e+05,1.946,0.42706,-0.14237,-0.37168
7.3552e+05,1.965,0.41843,-0.21984,-0.35748
7.3552e+05,1.977,0.4044,-0.19764,-0.32976
7.3552e+05,1.994,0.43843,-0.29365,-0.3082
7.3552e+05,1.997,0.46962,-0.251,-0.29398
7.3552e+05,2.013,0.42503,-0.22353,-0.28746
7.3552e+05,2.029,0.48725,-0.22384,-0.26605
7.3552e+05,2.041,0.38804,-0.24819,-0.23292
7.3552e+05,2.041,0.48169,-0.24038,-0.2063
7.3552e+05,2.052,0.46311,-0.27359,-0.18608
7.3552e+05,2.06,0.50506,-0.21953,-0.16472
7.3552e+05,2.068,0.44045,-0.23117,-0.13813
7.3552e+05,2.076,0.51962,-0.17306,-0.099917
7.3552e+05,2.078,0.50234,-0.18067,-0.080567
7.3552e+05,2.082,0.49589,-0.21493,-0.055089
7.3552e+05,2.079,0.51824,-0.27352,-0.028691
7.3552e+05,2.083,0.46768,-0.26232,0.010392
7.3552e+05,2.084,0.53437,-0.25567,0.028234
7.3552e+05,2.082,0.47611,-0.29923,0.050451
7.3552e+05,2.081,0.51583,-0.30897,0.059518
7.3552e+05,2.081,0.49615,-0.22164,0.096717
7.3552e+05,2.077,0.53648,-0.23218,0.11791
7.3552e+05,2.069,0.47905,-0.20443,0.14423
7.3552e+05,2.06,0.51345,-0.16822,0.17487
7.3552e+05,2.053,0.46039,-0.19129,0.20063
7.3552e+05,2.04,0.45412,-0.1754,0.22211
7.3552e+05,2.03,0.46247,-0.18105,0.24507
7.3552e+05,2.022,0.45587,-0.23462,0.26551
7.3552e+05,2.01,0.40861,-0.14806,0.29085
7.3552e+05,1.999,0.421,-0.10474,0.29915
7.3552e+05,1.987,0.43208,-0.10265,0.31737
7.3552e+05,1.976,0.39019,-0.065457,0.34929
7.3552e+05,1.964,0.39222,-0.033551,0.34648
7.3552e+05,1.95,0.3137,-0.039399,0.35156
7.3552e+05,1.938,0.34951,-0.051244,0.34716
7.3552e+05,1.923,0.36731,-0.037603,0.35902
7.3552e+05,1.909,0.33654,0.031881,0.36494
7.3552e+05,1.897,0.31492,0.071945,0.38184
7.3552e+05,1.882,0.3892,0.094604,0.38236
7.3552e+05,1.866,0.33781,0.083613,0.38919
7.3552e+05,1.854,0.28597,0.10085,0.40201
7.3552e+05,1.836,0.29576,0.10137,0.39396
7.3552e+05,1.819,0.22707,0.14174,0.39099
7.3552e+05,1.804,0.16697,0.16476,0.40197
7.3552e+05,1.79,0.17777,0.20611,0.39603
7.3552e+05,1.777,0.20916,0.20071,0.38716
7.3552e+05,1.762,0.14376,0.26851,0.37146
7.3552e+05,1.749,0.15796,0.27271,0.33571
7.3552e+05,1.735,0.094787,0.28379,0.32627
7.3552e+05,1.727,0.13611,0.28336,0.30535
7.3552e+05,1.715,0.15045,0.28453,0.28771
7.3552e+05,1.702,0.080771,0.29877,0.26956
7.3552e+05,1.694,0.095356,0.31242,0.23787
7.3552e+05,1.686,0.11918,0.29756,0.22019
7.3552e+05,1.676,0.1215,0.28233,0.19731
7.3552e+05,1.667,0.046768,0.35356,0.1696
7.3552e+05,1.663,0.056106,0.33425,0.14643
7.3552e+05,1.66,0.022849,0.40886,0.134
7.3552e+05,1.656,0.06089,0.36432,0.10872
7.3552e+05,1.655,0.035733,0.37301,0.081033
7.3552e+05,1.652,0.045676,0.34569,0.060936
7.3552e+05,1.653,0.025891,0.33678,0.034799
7.3552e+05,1.656,0.081484,0.39136,0.010301
7.3552e+05,1.656,0.015967,0.34756,-0.015463
7.3552e+05,1.656,0.034926,0.28583,-0.033638
7.3552e+05,1.66,0.080112,0.30838,-0.070252
7.3552e+05,1.666,0.0054205,0.25474,-0.079862
7.3552e+05,1.669,0.027761,0.25407,-0.10875
7.3552e+05,1.676,0.051767,0.24945,-0.13847
7.3552e+05,1.68,0.057168,0.26993,-0.13692
7.3552e+05,1.687,0.081318,0.17301,-0.17266
7.3552e+05,1.695,0.054139,0.18971,-0.18949
7.3552e+05,1.702,-0.0085753,0.19633,-0.2009
7.3552e+05,1.711,0.065554,0.17408,-0.21748
7.3552e+05,1.721,0.039515,0.15598,-0.22114
7.3552e+05,1.729,0.057581,0.10095,-0.23438
7.3552e+05,1.737,0.10265,0.059554,-0.2509
7.3552e+05,1.742,0.095262,0.077023,-0.25467
7.3552e+05,1.747,0.070254,0.057215,-0.25419
7.3552e+05,1.755,0.12367,0.027105,-0.26183
7.3552e+05,1.766,0.061897,0.0065378,-0.25806
7.3552e+05,1.774,0.14339,-0.031341,-0.26284
7.3552e+05,1.784,0.19983,-0.028423,-0.0041458
7.3552e+05,1.796,0.15906,-0.056827,-0.25622
7.3552e+05,1.807,0.17791,-0.093345,-0.25229
7.3552e+05,1.811,0.17291,-0.12184,-0.24878
7.3552e+05,1.82,0.18653,-0.064072,-0.23432
7.3552e+05,1.825,0.22236,-0.15917,-0.22666
7.3552e+05,1.832,0.20825,-0.1694,-0.22809
7.3552e+05,1.839,0.23678,-0.19765,-0.20911
7.3552e+05,1.84,0.20788,-0.24582,-0.19395
7.3552e+05,1.854,0.25363,-0.25255,-0.18829
7.3552e+05,1.855,0.25087,-0.26647,-0.16646
7.3552e+05,1.859,0.22927,-0.23586,-0.1576
7.3552e+05,1.864,0.26717,-0.25375,-0.14369
7.3552e+05,1.868,0.21608,-0.27262,-0.10869
7.3552e+05,1.873,0.22222,-0.26317,-0.085948
7.3552e+05,1.876,0.25958,-0.30981,-0.081142
7.3552e+05,1.876,0.24246,-0.33094,-0.077858
7.3552e+05,1.877,0.28679,-0.32152,-0.05425
7.3552e+05,1.874,0.29422,-0.261,-0.042437
7.3552e+05,1.875,0.31329,-0.32391,-0.034466
7.3552e+05,1.875,0.3087,-0.36172,-0.02086
7.3552e+05,1.873,0.36021,-0.29637,-0.0025523
7.3552e+05,1.868,0.38276,-0.27394,0.010799
7.3552e+05,1.865,0.28382,-0.24642,0.024856
